,VideoID,Title,Description,View_Count,Like_Count,Dislike_Count,Favorite_Count,Comment_Count,Duration,Definition
2599,d_9m-gRaxzA,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Promo for The Grinch (2000) captured from the The Land Before Time IX – Journey to Big Water (2002) VHS tape released in (2002).,104897,174,12,0,35,PT57S,sd
2600,WUax6vEEdac,One Day in September (1999),Best Feature length doc ever made. Could not find a trailer so I uploaded myself. For more info visit http://www.sonypictures.com/classics/oneday/,44637,119,4,0,29,PT1M53S,sd
2601,F8riqB7r5EQ,Rugrats in Paris: The Movie (2000),"Trailer for 'Rugrats In Paris' starring Tommy Pickles, Chuckie Finster, and Susan Sarandon",844107,856,58,0,410,PT2M8S,sd
2602,cGHh59Oj8eU,102 Dalmatians (2000),"© 2000 Disney Enterprises, Inc.",569511,656,61,0,90,PT2M31S,sd
2603,u--PYnIYewE,Quills (2000),Trailer for the movie The Quills,1025935,1708,77,0,288,PT2M29S,sd
2604,RuJZuOAocb0,Boys Life 3 (2000),"For sale on DVD at www.strandreleasing.com
Boys Life 3 includes gay short films:
""Inside Out"" by Jason Gould
""Just One Time"" by Lane Janger
""Hitch"" by Bradley Rust Gray
""Majorettes In Space"" by David Fourier
""$30"" by Gregory Cooke",20759,16,4,0,1,PT1M9S,sd
2605,PYZTDBJFDKM,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","i was feeling amazingly bored and didn't feel like making an AMV, so i made a little trailer for Crouching Tiger. Hope you like it.",4091,9,1,0,1,PT1M56S,sd
2606,efSq9FF1r2Q,Dungeons & Dragons (2000),"Trailer for 'Dungeons & Dragons' Starring Justin Whalin, Marlon Wayans, and Thora Birch.",360630,304,72,0,161,PT2M31S,sd
2607,g5QER2wu0lg,"Bounty, The (1984)","En 1787 el gobierno britanico envia una expedición rumbo a Taiti, al mando del capitán William Bligh, el objetivo era recoger arboles del pan y enviarlos a la isla de Jamaica para alimentar a los esclavos, pero la tripulación dejada llevar por el relajamiento y cansados del largo viaje deciden rebelarse contra la autoridad del estricto capitán Bligh.
Al mando de Fletcher Christian un grupo de marineros toma el Bounty, arrestan a Bligh y lo envian en un bote junto con sus partidarios a su suerte.
Christian y sus hombres se refugian en  una isla de nombre Pitcairn, la cual no se hallaba en los mapas geograficos ingleses de manera exacta, por tanto era desconocida su ubicación real, en cuanto a Bligh logro salvarse llegando a la isla de Timor, en Inglaterra tuvo que rendir cuenta al Almirantazgo de la pérdida del barco, a la final no se le culpo del incidente.",185251,170,10,0,49,PT2M11S,sd
2608,YZL-vPF_Wpc,She's Having a Baby (1988),"An original 1988 television spot for the John Hughes film, starring Kevin Bacon, Elizabeth McGovern, Alec Baldwin, William Windom, Holland Taylor, Cathryn Damon, and James Ray.",6536,23,0,0,0,PT31S,sd
2609,IXAVKJTIM1E,"Living Daylights, The (1987)","Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt 
The Living Daylights (1987) Official Trailer - Timothy Dalton James Bond Movie Hd

James Bond is living on the edge to stop an evil arms dealer from starting another world war. Bond crosses all seven continents in order to stop the evil Whitaker and General Koskov.


Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",422290,2038,49,0,214,PT1M30S,hd
2610,zaEWLuVJee0,Transformers: The Movie (1986),"The trailer for the animated movie, released in 1986.",981077,1434,54,0,713,PT1M27S,sd
2611,2KqKHuPa2J8,Wall Street (1987),"Feel the need for greed with the Wall Street Insider Trading Edition, featuring an all-new scrolling trivia track chronicling the financial, political and cultural events of the freewheeling ’80s and more! Michael Douglas received the 1987 Best Actor Academy Award® for his powerful performance as Gordon Gekko, a financial wizard who lures an ambitious young stockbroker (Charlie Sheen) into the illegal, lucrative world of corporate espionage in this gripping morality tale about the American dream gone wrong.

Own it on Blu-ray & DVD: http://fox.co/WallStreetBluRay

SUBSCRIBE: http://bit.ly/FOXSubscribe

About 20th Century FOX:

Official YouTube Channel for 20th Century Fox Movies. Home of Avatar, Aliens, X-Men, Die Hard, Deadpool, Ice Age, Alvin and the Chipmunks, Rio, Peanuts, Maze Runner, Planet of the Apes, Wolverine and many more.

Connect with 20th Century FOX Online:
Visit the 20th Century FOX WEBSITE: http://bit.ly/FOXMovie
Like 20th Century FOX on FACEBOOK: http://bit.ly/FOXFacebook Follow 20th Century FOX on TWITTER: http://bit.ly/TwitterFOX

Wall Street | #TBT Trailer | 20th Century FOX
http://www.youtube.com/user/FoxMovies",38071,162,3,0,8,PT1M39S,hd
2612,t8NR6n1nRMI,Born on the Fourth of July (1989),Trailer for Oliver Stone's film,679296,1138,48,0,341,PT2M43S,sd
2613,M5E9RV9TyEo,Talk Radio (1988),"Trailer for the 1988 Oliver Stone film, Talk Radio, starring Eric Bogosian. This movie is directly adapted from a play, which was based on the book called ""The Life And Death Of Alan Berg"", which was a true story of a Jewish radio host who was gunned down in his own driveway.",89325,298,12,0,62,PT2M9S,sd
2614,8wNqNO3jqkk,Brewster's Millions (1985),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Brewster's Millions Trailer - Directed by Walter Hill and starring Richard Pryor, John Candy, Stephen Collins, Jerry Orbach, Pat Hingle. A minor league baseball player has to waste $30 million in 30 days in order to inherit $300 million; however he's not allowed to tell anyone about the deal.

Universal - 1985",170095,659,39,0,53,PT1M27S,sd
2615,Fk6AHn48MCY,Punchline (1988),"This is a trailer I wrote, produced and edited several years ago",90572,311,22,0,45,PT2M22S,sd
2616,8hEzv3tHsQ4,Mr. Accident (2000),Ausschnitt aus Mr.Accident,25718,26,5,0,8,PT2M38S,sd
2617,Az6q4ThqnrA,Chocolat (2000),No Copyright Infringement Intended.,159459,203,13,0,18,PT2M45S,hd
2618,d1wuijgeaaY,"Dude, Where's My Car? (2000)","BUY IT @ TLAVIDEO.COM
Dude, Where's My Car 2000

Starring Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson",1958014,3769,165,0,9,PT2M27S,sd
2619,z0xiovbDML0,Pollock (2000),"Directed by Ed Harris

Jackson Pollock - Ed Harris
Lee Krasner - Marcia Gay Harden
Peggy Guggenheim - Amy Madigan 
Clem Greenberg - Jeffrey Tambor
Ruth Kligman - Jennifer Connelly
Howard Putzel - Bud Cort
Tony Smith - John Heard
Willem DeKooning - Val Kilmer
Sande Pollock - Robert Knott
Stella Pollock - Sada Thompson",578674,1317,46,0,115,PT2M22S,sd
2620,ziT9MlQjDjM,Finding Forrester (2000),dvd,187719,283,7,0,50,PT2M29S,sd
2621,ljcLwaXvwNM,Before Night Falls (2000),"Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt 
Before Night Falls (2000) Official Trailer - Javier Bardem, Johnny Depp Movie 

Episodic look at the life of Cuban poet and novelist, Reinaldo Arenas (1943-1990), from his childhood in Oriente province to his death in New York City. He joins Castro's rebels. By 1964, he is in Havana. He meets the wealthy Pepe, an early lover; a love-hate relationship lasts for years. Openly gay behavior is a way to spite the government. His writing and homosexuality get him into trouble: he spends two years in prison, writing letters for other inmates and smuggling out a novel. He befriends Lázaro Gomes Garriles, with whom he lives stateless and in poverty in Manhattan after leaving Cuba in the Mariel boat-lift. When asked why he writes, he replies cheerfully, ""Revenge.""

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",304219,1166,66,0,52,PT2M7S,hd
2622,OnouJoQs52c,"Family Man, The (2000)","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

The Family Man Trailer - Directed by Brett Ratner and starring Nicolas Cage, Don Cheadle, Jeremy Piven, Saul Rubinek, Josef Sommer. Cutthroat investment banker Jack Campbell, who eschews emotional ties, is transported into the prosaic life he might have had if he'd wed his college sweetheart. Instead of a Ferrari, Campbell drives a malfunctioning minivan in the suburbs and is saddled with two screaming kids -- but he learns to love every minute of it.

Universal - 2000",395478,1157,45,0,204,PT2M30S,sd
2623,8emJD-rR9Cs,Miss Congeniality (2000),"Official trailer for Miss Congeniality (2000) © Warner Bros. Entertainment Inc. 

Sandra Bullock, Michael Caine, Benjamin Bratt, and Candice Bergen.",817934,1319,43,0,73,PT2M30S,hd
2624,I1C2gCXo4Gs,"O Brother, Where Art Thou? (2000)",Official Trailer from the DVD,1502016,1441,59,0,236,PT2M32S,sd
2625,9LAaHZsEG1s,Songcatcher (2000),"Plot: After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserved intact by the seclusion of the mountains. With the goal of securing her promotion, Lily ventures into the most isolated areas of the mountains to collect the songs and finds herself increasingly enchanted - not only by the rugged purity of the music, but also by the raw courage and endurance of the local people as they carve out meaningful lives against the harshest conditions. It is not, however, until she meets Tom - a handsome, hardened war veteran and talented musician - that she's forced to examine her motivations. Is the ""Songcatcher,"" as Tom insists, no better than the men who exploit the people and extort their land?",69676,193,7,0,34,PT2M16S,sd
2626,f4XKh2E9Ybw,State and Main (2000),Directed by: David Mamet,54255,45,4,0,19,PT2M10S,sd
2627,yygkQ8SjjQk,All the Pretty Horses (2000),Trailer for the movie All The Pretty Horses,423354,592,58,0,83,PT2M34S,sd
2628,M19tgYuwVWc,Thirteen Days (2000),"The Cuban Missile Crisis was the closest the world ever came to nuclear war. The United States armed forces were at their highest state of readiness ever and Soviet field commanders in Cuba were prepared to use battlefield nuclear weapons to defend the island if it was invaded. Luckily, thanks to the bravery of two men, President John F. Kennedy and Premier Nikita Khrushchev, war was averted. 

The year is 1962. USAF U-2 spy planes discover that the USSR is placing nuclear ballistic missiles in Cuba. The Chiefs of Staff warns President Kennedy and his cabinet that the missiles have the potential to kill up to 80 million Americans, and destroy a large number of USAF bomber bases, crippling the U.S. ability to retaliate and leaving the country an easy target for Soviet invasion. Fortunately, the missiles are not yet operational, and the President and his staff try to figure out how to get the missiles out of Cuba, whether by diplomatic means or by force. 

""Nuclear catastrophe was hanging by a thread ... and we weren't counting days or hours, but minutes."", Soviet Army General, Anatoly Gribkov.",116903,113,7,0,24,PT2M46S,sd
2629,gjpadtJs9QA,Traffic (2000),"Director: Steven Soderbergh
Cast: Michael Douglas;Benicio de Toro; Dennis Quaid; Catherine Zeta-Jones; Salma Hayek.
Plot:A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is an addict.",606219,354,100,0,74,PT2M23S,sd
2630,m-GzueA4Ovc,"Claim, The (2000)", ,56483,33,2,0,3,PT2M15S,hd
2631,A0eFfE8oa98,House of Games (1987),"The complete trailer to David Mamet's 1987 intelligent thriller, ""House of Games"" starring Joe Mantegna and Lindsay Crouse.",111633,186,9,0,36,PT2M2S,sd
2632,4w15dcexYvw,Kill Me Again (1989),Val Kilmer in Kill Me Again,8551,10,0,0,0,PT34S,sd
2633,OiM8S9VLjvU,Annie (1982),"In Theaters:7 July 1982

In the depths of the 1930's, Annie is a fiery young orphan girl who must live in a miserable orphanage run by the tyrannical Miss Hannigan. Her seemingly hopeless situation changes dramatically when she is selected to spend a short time at the residence of the wealthy munitions industrialist, Oliver Warbucks. Quickly, she charms the hearts of the household staff and even the seemingly cold-hearted Warbucks cannot help but learn to love this wonderful girl. He decides to help Annie find her long lost parents by offering a reward if they would come to him and prove their identity. However, Miss Hannigan, her evil brother, Rooster, and a female accomplice, plan to impersonate those people to get the reward for themselves which put Annie in great danger.

Genre:Musical/Family
Director:John Huston
Cast:Albert Finney, Carol Burnett, Ann Reinking",123392,242,18,0,42,PT3M32S,sd
2634,ofKeN70uCrY,Don't Tell Mom the Babysitter's Dead (1991),"An original 1991 television spot for the black comedy directed by Stephen Herek and starring Christina Applegate, Keith Coogan, Josh Charles, Joanna Cassidy, Concetta Tomei, and David Duchovny.",11151,30,2,0,3,PT31S,sd
2635,l1Ehz_cAMGc,"Officer and a Gentleman, An (1982)",Trailer for Taylor Hackford's film,944391,755,60,0,98,PT2M27S,sd
2636,gXLmh5EldOA,"Alamo, The (1960)","""Republic. I like the sound of the word."" No, it's not John Wayne talking about his former studio employers, but his directorial debut, the 70mm roadshow epic portrayal of the battle for Texas independence. Wayne lost a fortune on the picture, which was hacked into several shorter, less coherent general release versions, but it's been belatedly restored to its original 192 minute version. Beware shorter cuts.

As always, find more great cinematic classics at http://www.trailersfromhell.com

ABOUT TRAILERS FROM HELL:  

TFH is the premier showcase for a breathtakingly eclectic assortment of trailers from classic era films both in their original form and punctuated with informative and amusing commentary by contemporary filmmakers.

Follow us on Twitter: ‪‪http://www.twitter.com/trailersfromhel‬‬
Like us on Facebook: ‪‪http://www.facebook.com/trailersfromhell‬‬",18249,134,15,0,50,PT4M18S,hd
2637,W84Jji0FyDk,At Close Range (1986),"Movie trailer for 'At Close Range' (1985)

Starring: Sean Penn, Christopher Walken, Mary Stuart Masterson, Chris Penn, Kiefer Sutherland, Crispin Glover

Directed By: James Foley",236288,887,31,0,188,PT3M3S,sd
2638,1ecokF9Gif0,Breaker! Breaker! (1977),No Copyrighted Infringement Intended,6094,12,3,0,4,PT1M46S,sd
2639,yvDrSCTUtAs,Breakheart Pass (1975),"Trailer for the Charles Bronson film, Breakheart Pass.",102613,1156,11,0,25,PT2M47S,sd
2640,rC36k7P8KZg,"St. Francisville Experiment, The (2000)",this is the trailer for THE ST. FRANCISVILLE EXPERIMENT,102817,134,14,0,42,PT2M22S,sd
2641,k3TwIJjyjPM,Antitrust (2001),"A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.

Genre: Crime | Drama | Thriller

Directed by,  
Peter Howitt

Produced by,  
David Hoberman
Ashok Amritraj
C.O. Erickson
Julia Chasman

Written by,  
Howard Franklin

Starring,  
Ryan Phillippe
Tim Robbins
Rachael Leigh Cook
Claire Forlani

Music by,  
Don Davis

Cinematography,  
John Bailey

Editing by, 
Zach Staenberg

Studio,  
Industry Entertainment
Hyde Park Entertainment

Distributed by,  
Metro-Goldwyn-Mayer

Release date(s),  
January 12, 2001

Running time,  
109 minutes

Country,  
United States

Language,  
English

Budget,  
$30 million

Box office,  
$18,195,610",48408,61,3,0,49,PT2M26S,hd
2642,3n8cJ6Kl8vc,Double Take (2001),"Starring: Orlando Jones, Eddie Griffin and Gary Grubbs.",117309,247,16,0,19,PT2M8S,sd
2643,1YQ0Q64ro3o,Panic (2000),"Alex (William H. Macy), a sad-eyed mournful man, goes into psychotherapy: he discloses he's a hit man. He also tells the doctor (John Ritter), after a few sessions, that he's attracted to a young woman he's met in the waiting room. She's Sarah (Neve Campbell), 23, quick, edgy, and perhaps attracted to him as well. But he's married, the dutiful father of a young precocious boy, so Sarah brushes him off. In flashbacks we see him get his start as a killer, at his father's prompting: it's the family business. Dad gives Alex his next assignment: to kill the therapist. Alex keeps returning to Sarah, calling her, stopping by her apartment, as he decides what to do about the hit, his father, his marriage, and his malaise. Donald Sutherlad and Tracy Ullman also star.",27438,77,4,0,25,PT1M48S,sd
2644,jTf_2OKsXKk,"Pledge, The (2001)","Trailer for The Pledge (2001)
Director: Sean Penn
Cast: Jack Nicholson, Patricia Clarkson, Beau Daniels, Benicio Del Toro, Dale Dickey
Visit http://www.jack-nicholson.info for more info",45563,40,3,0,4,PT2M21S,sd
2645,5S7Gr92ajok,"Amati Girls, The (2000)", ,6642,35,1,0,1,PT9M47S,sd
2646,IdU3nAl0n3c,"Man in the Moon, The (1991)","One of my favorite movies, couldn't find a fitting trailer for it, so I uploaded this one..",1370964,3123,397,0,142,PT3M3S,sd
2647,4DmWLxGad8I,Prelude to a Kiss (1992),"When you couldn't believe in your eyes trust your heart... When Peter meets Rita they fallen in love by each other but a kiss of a stranger old man makes everything be confused. This a story about soul and it's immortality and, definitely, TRUE LOVE!
(c) 1992 Twentieth Century Fox Film Corporation. All Rights Reserved.",245873,316,16,0,89,PT1M44S,sd
2648,BddDCZwWkw0,I'm Gonna Git You Sucka (1988),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

I'm Gonna Git You Sucka Trailer - Directed by Keenen Ivory Wayans and starring Keenen Ivory Wayans, Bernie Casey, Antonio Fargas, Steve James, Isaac Hayes. Jack Spade returns from the army in his old ghetto neighbourhood when his brother, June Bug, dies. Jack declares war on Mr. Big, powerful local crimelord. His army is led by John Slade, his childhood idol who used to fight bad guys in the 70s.

MGM - 1988",236626,1092,36,0,88,PT2M10S,sd
2649,OrHKg87fUCc,Untamed Heart (1993),"The theater trailer for the 1993 film, Untamed Heart. Starring Christian Slater as Adam and Marisa Tomei as Caroline.

FAQ:

1. The song playing is called ""Tom's Diner"" by Suzanne Vega. Swear to God.",274575,733,18,0,134,PT2M6S,sd
2650,wP60n7sCKUk,Sugar & Spice (2001),"* Title: SUGAR & SPICE
* Director: Francine McDougall
* Writer: Mandy Nelson
* Genre: comedy / crime
* Tagline: Why would the most popular girl in school wear a mask? 
* Release Date: 26 January 2001
* Cast:
Marla Sokoloff   ...   Lisa Janusch
Marley Shelton   ...   Diane Weston
Melissa George   ...   Cleo Miller
Mena Suvari   ...   Kansas Hill
Sara Marsh   ...   Lucy Whitman
James Marsden   ...   Jack Bartlett
Sean Young   ...   Mrs. Hill
W.Earl Brown   ...   Hank 'Terminator' 

* Plot:
Lincoln High's A-Cheerleading Squad is your typical group of mall-going, pizza-eating, boy-chasing 21st century American teenagers living on the edge of perfection. Sure, each member has her foibles. Diane, the captain of the squad who is madly in love with Lincoln High star quarterback Jack Bartlett, has nuclear-powered enthusiasm. Hannah is righteously born-again. Kansas, the rebel whose mother is doing time in the local prison, can't help but talk trashy. Lucy is a geek obsessed with going to Harvard. And Cleo has fantasies of stalking Conan O'Brien. High school is mostly heaven for these paragons of teenage bliss - until Jack and Diane find themselves in an unexpected adult situation, and in desperate need of extra cash. In order to help their friend Diane, the A-Squad goes where no cheerleader has gone before: taking on a little after-school project known as bank robbery. But like five Bonnies without a Clyde, the A-Squad does things their way - with a little sugar and a lot of spice. 

* IMDb: http://www.imdb.com/title/tt0186589/",389857,1209,37,0,93,PT2M19S,sd
2651,txMQ6lX7Hsk,Amy (1998),"Original theatrical trailer of the feature film Amy, starring Rachel Griffiths, Ben Mendelsohn, and Alana De Roma.

Amy: she taught the world to sing

Special edition DVD re-release coming soon.  Buy promotional DVDs and CDs today! 

http://amythemovie.com/buydvd.html",49624,132,3,0,20,PT2M46S,sd
2652,gGOUZ66EGyU,"Invisible Circus, The (2001)","This is the trailer for Jordana Brewster's second movie, The Invisible Circus (2001). It co-stars Cameron Diaz and Christopher Eccleston.

Special thanks to www.Jordana-Brewster.org for this video.
--------------------------------------

Be sure to see Jordana's new film, Not Forgotten, coming out in 2008!",69157,91,3,0,13,PT1M57S,sd
2653,TSuhi1o_9Cs,Amazon Women on the Moon (1987),German title: Amazonen auf dem Mond oder Warum die Amis den Kanal voll haben (1987).,81211,251,7,0,19,PT1M30S,sd
2654,UOpOaGdLj_8,Baby Boom (1987),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Baby Boom Trailer - Directed by Charles Shyer and starring Nicholas Cascone, Nicholas Cascone, Sam Shepard, Diane Keaton, Diane Keaton. The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.

MGM - 1987",210672,408,35,0,23,PT2M3S,sd
2655,QXMmD1uEYGY,Back to the Beach (1987),"A little bit abbreviated at the beginning unfortunately but an original 1987 television trailer for director Lyndall Hobbs' highly entertaining re-visit to the ""beach"" films of the 1960s, once again starring Frankie Avalon and Annette Funicello and featuring an array of cameo appearances.",6451,28,1,0,1,PT28S,sd
2656,SrpTDaSjfaM,Barfly (1987),To all my friends!,417676,1015,35,0,114,PT2M2S,sd
2657,jWKyXlgcYoA,Best Seller (1987),"An EXCELLENT movie, totally underrated. James Woods and Brian Dennehy... They really shine. I recommend this to anyone who, well... Likes this trailer! Lol.",65424,174,13,0,47,PT1M45S,sd
2658,vbOcCgCqrwQ,Beverly Hills Cop II (1987),"A second original television spot for the hit 1987 action comedy, directed by Tony Scott and starring Eddie Murphy, Judge Reinhold, John Ashton, Jurgen Prochnow, Brigitte Nielsen, Dean Stockwell, and Ronny Cox.",6458,35,0,0,0,PT30S,sd
2659,Ic2AhqLWuI0,"Big Easy, The (1987)","Dennis Quaid and Ellen Barkin star in the romantic thriller THE BIG EASY, a box office hit that captivated audiences with its saucy blend of New Orleans nightlife, steamy romance and sultry suspense. When a hood's murder triggers a bloody gangland drug war, detective Remy McSain (Quaid) is on the scene. He's a smooth-talkin' cop who fits right in with the easy style of Cajun country. Remy meets his match in Anne Osborne (Barkin) a no-nonsense Assistant District Attorney in town to investigate police corruption. At odds from the moment they meet, their electrically charged attraction keeps the sparks flying.",139379,112,31,0,10,PT2M2S,sd
2660,jPJiv6xO_Ok,Big Shots (1987),"Big Shots (1987) #WarnerArchive #WarnerBros #BigShots

Ivan Reitman, producer of National Lampoon's Animal House and producer/director of Ghostbusters, brings you Big Shots, a slam-bang comedy-adventure with a heart as big as Chicago. It centers on the unlikely but very special friendship that develops between two 11-year-old boys. Obie is a kid from the lily-white suburbs struggling with the recent death of his father while Scam is a product of the inner city, streetwise but equally alone. Together they share an odyssey full of outrageous humor and riveting excitement that teaches them that it's character and love, note size, age or stature, that truly makes someone a big shot.

Robert Mandel, director of FIX, has give Big Shots a percolating rhythm that maintains a deft balance between the story's scares and surprises and its warm, knowing exploration of two boys on the brink of manhood. With a sterling supporting cast, this is a film the whole family will enjoy.

Directed By Robert Mandel
Starring Ricky Busker, Darius McCrary, Robert Joy

Subscribe to watch more Warner Archive videos: https://www.youtube.com/c/warnerarchive?sub_confirmation=1

FOLLOW WARNER ARCHIVE ON SOCIAL
Facebook: https://www.facebook.com/warnerarchive
Instagram: https://www.instagram.com/warnerarchive
Twitter: https://twitter.com/warnerarchive

ABOUT WARNER ARCHIVE
Warner Archive Collection is a branch of Warner Bros home entertainment that releases classic films and TV that were previously unreleased. Thousands of Films, TV movies and series on Blu-ray and DVD direct from the studio. WAC started as a MOD (manufactured on demand) eCommerce business in 2009 and have released over 2,500 titles spanning from the 1920s to present with distribution outlets that now include wholesale, licensee, and retail partners. Available at https://amzn.to/3gQeRvx.

Warner Archive
https://www.youtube.com/c/warnerarchive/featured",14470,63,2,0,13,PT1M26S,sd
2661,8XkYj57bqXY,"Big Town, The (1987)","Diane Lane: The Big Town
Movie: http://movie-star-stuff.blogspot.com/
Movie Prop Replicas: http://prop-replica.weebly.com/",22413,74,3,0,7,PT2M18S,sd
2662,mxlKgoHo4yU,Can't Buy Me Love (1987),"Here's a re-cut trailer for the 80s Classic - Can't Buy Me Love. A little less comedy, a little more action.

1/11 - Noticed a jump in traffic on this video recently.  Let me know how you found the video on the comments if you have the chance.

Music is ""Countdown to Destruction"" by Kerry Muzzey",127460,220,19,0,35,PT2M5S,sd
2663,kckEEQKXaCU,Cherry 2000 (1987),"Year: 1987
Country: USA
Movie Title: Cherry 2000
Writers: Lloyd Fonvielle, Michael Almereyda
Director: Steve De Jarnatt
Cast: Melanie Griffith, David Andrews, Pamela Gidley",225963,702,19,0,136,PT2M28S,sd
2664,iq4VjE0_AVQ,Cry Freedom (1987),"Cry Freedom is a 1987 feature film directed by Richard Attenborough, set in the late 1970s, during the apartheid era of South Africa. The film was shot in neighbouring Zimbabwe, and, although not banned in South Africa, cinemas showing the films were faced with bomb threats. According to the Internet Movie Database, the film was seized by authorities on July 29, 1988. In some cases, there were reports that prints of the films were wrenched off the cinema projectors and the film remained unseen in South Africa until 1991.",634711,1618,65,0,211,PT2M43S,sd
2665,3pNQL3YLbJs,"Curse, The (a.k.a. The Farm) (1987)","Some random clips from the 1987 horror movie ""The Curse"".  The movie is based on the HP Lovecraft short story ""The Colour out of Space"" and is about a meteorite that crashes on a farm, contaminating the water and vegetation with evil ""slime"". 

 Most of the clips consist of the character ""Francis"" who has the most disturbing scenes and meets a horrifying end.",5775,20,1,0,2,PT9M37S,hd
2666,N1vKCJlaM0A,Dead of Winter (1987),"A creepy trailer (narrated by Percy Rodrigues) for director Arthur Penn's 1987 thriller ""Dead of Winter"", starring Mary Steenburgen, Roddy McDowall, Jan Rubes and William Russ.  The movie was a remake of ""My Name is Julia Ross"" (1945).",20934,37,0,0,8,PT31S,sd
2667,zy6K6lViBcE,"Dead, The (1987)","John Huston didn't live to see his final film released, but it's one of his most impressive.
James Joyce's 1914 novella is considered one of the greatest stories ever written, yet Huston's meticulous movie does it full justice. Stately, elegant and richly observed, with a poignant climactic punch that sneaks up on you. Among the Abbey Players seen to advantage herein are Hollywood stalwarts Dan O'Herlihy and Sean McClory but It's Angelica Huston's movie to steal, and she does.

http://www.trailersfromhell.com",6142,32,1,0,4,PT3M26S,sd
2668,5mP45fA8V8g,Disorderlies (1987),"The trailer for the 1987 movie ""Disorderlies"" staring The Fat Boys.",62620,247,8,0,20,PT1M27S,sd
2669,DpPWge2madA,Dogs in Space (1987),Official Trailer to the feature film Dogs In Space (1986) The DOGS IN SPACE e-shop has gone LIVE!!! Buy direct from the source and support the filmmakers: http://www.ghostfilm.net/shop/dogs-in-space/,28259,181,5,0,14,PT1M41S,hd
2670,wbFyEEt0KW4,Eddie Murphy Raw (1987),"This is the original trailer for Eddie Murphy's stand-up classic ""Raw""... This trailer is quite rare and does not appear on the DVD of the film... Enjoy!

Taken from the original North American (NTSC) VHS release of ""The Golden Child"".",44682,52,2,0,4,PT1M7S,sd
2671,ZAhbeEaXs3k,Ernest Goes to Camp (1987),Here is a trailer spoof of Ernest goes to camp I made after I saw the Shining spoof. I tried to make it look like an action suspense movie. I did not add any clips or sounds (with exception for the music) from other movies.  All clips are from the actual movie 'Ernest goes to camp' movie.,55356,150,10,0,36,PT2M15S,sd
2672,coGH4OaR9hc,"Evil Dead, The (1981)","My editing for a trailer of the original ""Evil Dead"" movie, one of the best horror movies of all times. 
RetroSpectoVideos on Facebook:
https://www.facebook.com/167624640048780?ref=hl",2629881,5563,540,0,552,PT2M31S,hd
2673,XwNydRob4pI,Extreme Prejudice (1987),Trailer for Walter Hill's film,117778,418,10,0,76,PT2M19S,sd
